0.911648,-0.3265703,0.60989195,0.6887227,0.3178005,0.53363883,-0.53376245,-0.6764981,0.51415795,-2.279795,1.1047263,-0.256624,1.1023844,-0.3578219,-0.7886288,0.8566763,-1.0176907,0.8704442,0.43038622,-1.9490007,-0.27172408,0.13870695,1.129264,-0.45936844,-2.6741035,-0.9469104,-0.42695022,-0.5834572,-1.1084242,-0.20293789,-0.33577204,-0.32446146,0.76598823,-2.8513894,0.8870817,-2.4224422,-0.20920932,-1.5354552,-0.99945956,-1.108061,-1.0433502,0.5566521,-1.9772191,0.866727,-0.13082002,-0.8378676,0.020718738,1.5067554,-0.9544944,0.31944448,0.9955362,0.75346434,-0.63061136,-0.642757,-0.19643646,1.5437273,1.7376146,-0.86464757,0.6039863,-0.9063791,1.2561361,-0.10305593,0.6696398,-0.92663664,0.8484993,1.0081716,-3.2796564,-2.425058,-1.2123764,0.9552129,0.28994364
0.46589628,0.6537403,1.6108217,-1.610864,-1.2823994,1.0933046,-1.5157359,-0.13597463,1.1804011,1.0053781,-0.7658778,-0.833413,0.36033595,-1.9235479,0.37981883,0.78699803,0.053869586,-0.919876,-1.1210145,-0.017286727,-1.3453523,-1.0389392,-1.2370584,1.3833135,-0.87185884,0.38377064,-0.55332875,0.38188034,1.3674468,-1.5517608,-0.33526888,-0.7111398,-1.2069772,-1.8233249,0.85735697,1.4057056,-2.2134402,1.9405196,0.3079447,-1.9185193,-1.0119519,1.6649638,-0.793412,-1.5148041,-0.35059792,0.2136701,-1.2150437,-1.4739856,1.8696556,1.6317924,-1.3178657,1.8259408,1.805647,0.22248037,0.1923854,-0.55818653,1.2733637,-0.1683723,-2.614473,0.9038588,0.32632187,-1.9387535,-2.6418457,-0.98113114,0.06375527,-0.4229071,1.589775,-2.107426,-2.0928297,0.99233043,1.2863631
-0.69717497,0.6044105,-1.1888467,-1.6022764,-0.8948844,0.4762518,1.9927406,1.3450317,0.092357635,-0.5594765,0.24831745,-1.0949569,-0.7513977,0.07465785,-1.0888361,2.8400192,2.124753,1.3165883,1.9130659,0.42696205,-1.8434585,0.060945574,-0.5262745,0.5621168,0.09904533,-0.09510602,1.7797894,-0.9931073,-0.33811313,0.687885,1.3672739,-0.33444145,-2.0434504,0.037550222,-0.895754,-0.897352,0.3438904,-2.3200881,0.8797664,0.12409856,1.0270873,-0.14283961,1.7133545,-0.6485844,-1.3289268,-2.8121183,-0.032195397,-2.1793394,-0.41245508,-0.21350275,-2.267089,-0.02892025,-1.9413011,1.1215179,0.9793863,-0.8514066,-2.3067217,-1.0901022,-1.2230216,0.6390825,0.22219151,0.98968863,-1.2240465,-0.39415947,0.58556837,-0.4574124,-0.5472883,1.6921849,-0.89800376,1.3970087,-0.7664321
1.2861204,1.0103428,-0.601649,0.46155596,-0.54101825,0.79852444,-0.41565564,-0.9606595,-1.5028217,-0.9407044,0.5807565,0.09623554,-1.3022968,-0.71257275,-0.54156405,1.3872513,0.47755247,-0.73467743,-1.076903,-1.5947746,1.4219947,-1.3169746,0.7831043,1.9517574,0.026173783,-1.4582666,-1.6985995,0.59157133,0.58632,-0.91596466,-1.5120971,0.016475571,-0.25170097,0.1881634,0.5626506,1.5384904,1.8141437,-0.018204665,1.0268862,0.01615826,-0.026246708,0.22537422,0.40275013,-1.1492414,-0.04502652,0.81076205,-0.8925701,-0.8894535,-0.8380951,-1.1696651,-1.5241214,0.93740004,-1.7938898,-1.4652005,-0.7221451,-1.3321075,-0.8961967,1.4239266,-1.9904279,-0.6576487,2.544345,-0.3679945,-0.15495695,-0.34078977,-0.6003179,-0.7975437,0.63432264,0.93771243,-0.16076472,-0.43559927,-0.44342497
0.74257404,-0.9455269,-0.6174142,0.30549046,0.18620235,1.5809543,-0.11131474,0.40312287,1.1269617,-0.0046943757,-0.5244947,-0.38950226,-1.087176,-1.243853,0.31245732,-2.150893,0.99092495,-0.36956158,-1.0831163,0.15314947,0.732758,0.65144575,-1.592702,0.14340132,0.4721918,-1.7842683,-1.1385614,-0.27724576,0.29047787,0.30131507,0.81535155,-0.48087576,-1.5710078,0.95424765,0.49154118,0.12470758,1.9438556,-0.0033203275,-1.1737942,-0.9581944,0.49015948,-0.22598447,0.47473577,-0.02309933,0.92752737,-2.281589,-0.51205605,0.4866257,-0.82875454,-3.0278635,0.91234857,2.3506448,0.5673971,-0.5114867,-1.1965686,-0.20814727,-0.8029982,-1.2167943,-1.9973004,0.76103526,0.45948365,0.26820904,0.096553706,-1.0812902,1.5735934,-0.118726,-0.97297716,0.0018390543,0.5849715,-0.87121654,-2.1305401
0.42943245,0.1433045,1.2201737,0.613141,-0.18683004,-2.0440698,0.6327689,-0.30933496,-0.61594397,1.5693135,-0.0927059,-1.517137,-1.7380534,0.8999459,-0.9100068,-2.77139,-0.20914291,0.6421957,1.4997668,-2.2962675,0.24246234,-1.4941463,0.35310462,-0.8679298,0.4715501,1.6524779,-1.0467849,0.39024642,0.5329918,0.9563846,-0.97335243,-0.28905347,-0.2850605,-0.8261611,-0.86542046,-0.51317173,0.3914051,-1.8682212,-2.4671264,1.2917202,-0.766504,-1.0548515,-0.3931147,-1.0111084,-1.6139868,0.2745352,-1.3999604,0.117843956,1.112171,0.90175813,-1.1661572,0.34612435,-2.015292,-0.14549938,0.36691144,0.86280125,-0.69586813,1.673098,-0.8221624,-0.80635947,-1.3624264,0.025202451,2.6360614,-0.8383542,-1.3286394,-0.3801627,-1.0248431,0.25343326,-0.6277156,-0.4587298,-0.74749595
-0.58584255,-2.9719768,1.3530407,-0.1382833,1.2266487,0.99042696,-1.7507236,-0.4046524,1.2264464,0.30231696,-0.1867493,-0.35078025,-0.46510774,0.17312114,-0.45159674,-0.7659639,-0.07562051,-2.9641995,-0.18560494,-1.2935165,-1.177066,0.75986767,-1.1702818,-1.0134183,0.44731823,-0.6121887,0.0018537844,-1.0520668,1.4295086,-1.1813685,-0.6102337,-1.2338507,0.76651436,1.3572079,-0.46176267,-0.16844007,0.23898883,-0.75232816,0.27682772,0.16227843,0.2552899,-0.1426484,2.5241427,-1.8469309,1.4808913,0.32023415,-0.21387637,-0.99272853,3.350274,-0.1980479,0.5478526,-1.3253735,1.2129604,-0.8450691,0.50000745,-1.2205894,1.1165537,0.22996263,-0.6543129,0.016220093,-1.022461,-0.71291673,-1.2974346,2.0552793,1.6351091,-1.0010343,-1.4065279,-0.24655873,-0.3996854,-1.3051916,-0.52807856
0.2637407,-0.7154636,0.96074516,-1.3207468,1.2604738,0.17335537,0.063268885,0.7958541,1.2053698,-0.73123753,0.7189638,-2.1605492,-0.4124608,-1.1207768,-0.3004559,-1.1257437,0.3964812,-1.774847,-0.5238195,0.4162463,-0.7088571,0.3443247,0.2928805,-0.19380298,1.0663384,-1.6816499,-1.4983455,-0.7817657,-0.39177853,-1.5782304,0.4384107,-1.7840812,2.0876997,0.7455435,-0.42627153,1.0862377,0.8873057,-1.2107303,-1.6759862,-0.7354644,-0.33643514,0.9593644,-0.69286263,0.263392,-1.226669,1.262227,-0.86805034,-0.7079076,-1.7672602,-0.12405349,-2.2924793,1.0822017,-2.3738842,0.4615254,-1.366188,1.756702,-0.20660938,0.41553524,-0.54417354,-0.23492783,-1.3794348,1.4934573,1.2057495,1.4563804,-0.2367044,1.1039399,0.23823546,0.5016862,-1.7944285,-0.752059,-0.5668564
-1.502952,0.072104245,-0.028329797,-0.40424544,2.3075795,-1.8432504,-0.7057659,0.27311715,-0.60937107,-0.12685466,-0.2983441,2.5249374,2.1216938,-0.07003674,-0.99657077,0.59848297,-0.06380169,0.06132301,-0.12979719,-2.5778253,-2.4244921,0.68721926,0.9167696,1.3776827,-0.26032352,0.17799719,0.3867532,0.39021382,-2.4723537,0.46904016,-0.70700216,0.07610106,-1.6950212,-0.55873305,-0.3570052,0.107231356,-0.08343119,-1.9020594,-0.38351345,-1.0473465,-0.7059852,-1.126018,-1.2450415,-0.06349207,1.4934765,-1.1342446,1.7854059,-2.8271134,1.1774191,-3.4947822,0.5319676,0.5210782,0.20358184,-0.55667126,2.2098365,-0.7134022,0.5447922,-0.22311053,-0.05003061,-0.39656764,-1.3047608,0.8755292,-2.204875,1.3581579,-1.7700315,0.4140876,2.413986,-0.38206223,1.3951164,-2.0520751,0.73082185
0.23780496,-2.999806,0.025042407,0.6153167,-1.3562549,0.60371655,-1.0341666,-0.6047061,0.20596044,1.2991687,1.0641304,-2.8860433,-1.2553718,0.29096743,-0.8941544,1.3186649,0.31217992,0.73398346,-0.34244525,2.306265,0.5201946,-1.8891537,0.8766798,0.4978562,-0.8074841,0.9708434,-0.8907952,-0.05067188,-1.0429535,-1.0631367,0.64930636,-0.6823292,0.55479306,1.7061262,0.1151267,-1.5371133,-0.103308804,2.064342,0.22217661,-0.9801297,1.1630771,-0.30683634,-2.3435488,2.292243,0.8269198,-1.2356759,-0.17657869,0.5524524,-0.56452966,2.810475,-0.64644927,0.25166664,-2.2139277,-1.909947,-0.57980007,-1.8067602,0.2170621,0.46420807,0.820317,-0.8025512,-1.7442311,-2.0038497,-1.7094638,-2.0355275,-0.7672394,-0.89526814,1.2536944,0.2686371,1.0455606,-0.015032726,-0.5031069
