-0.86080104,-0.24355796,-0.30581692,0.12344289,-0.89048386,-0.2128525,-0.8622755,1.7331916,-1.264466,0.26855332,0.14836402
-0.8788152,1.8059974,0.76175773,0.11653629,-0.4011079,0.23057275,-0.7222501,1.2624937,-0.719559,-0.09783578,-0.9221316
-1.2932563,-1.5394971,1.0381856,-0.43314853,-1.0752478,-0.18290702,-1.2602566,-0.8214563,-0.35347676,0.35126638,-0.095155045
0.55311817,0.85950273,-0.62598854,1.9544388,1.2963904,-0.097590774,0.4230351,-0.21309674,0.8007579,0.1613372,-0.03839618
-1.1479342,-0.89218026,-0.016028263,0.18830869,0.4447017,0.00041809244,-1.1160458,-1.7486053,0.5923824,0.27455252,-0.9352349
-0.4976558,0.753772,-1.7500724,0.8220984,0.32137883,-0.16041301,-0.5416593,-0.5489923,-0.032602914,0.18337102,-0.073826365
0.021284286,-0.70150894,-0.11605494,-1.6192309,-0.97750074,0.09226807,0.04980153,-0.015492344,-0.88197666,-0.1506227,-0.7180536
-0.21255307,0.4763078,-0.03107931,-0.72079396,0.9949567,-0.08347963,-0.15880787,-0.8344144,1.3939432,0.08467178,-0.7028772
1.1271921,-1.4619752,-0.88275856,-0.68859535,-0.8421379,-0.21045542,1.1812584,-1.2357873,0.93734676,0.26401743,0.38786387
-2.5943372,1.7565953,-0.093059406,1.7271377,0.6620033,-0.123162895,-2.5680351,3.4743302,1.0057907,0.15710795,-0.24129258
-0.9772718,-0.30171454,0.7281183,0.61122334,-0.7590169,-0.25405198,-1.0177377,0.8888299,-0.45712668,0.39464828,0.64655954
-1.5995444,2.5308473,0.84186107,0.40209264,-0.4283942,0.19970827,-1.5121492,-0.83658457,-0.00053922244,0.10682448,-0.97014505
-1.146691,1.6544236,-3.1012998,1.0460545,-0.40647987,-0.1504551,-1.1480621,-0.9305641,0.66991335,0.24168791,-0.36439794
-0.18772776,-0.02834174,-2.229192,0.43169093,-2.799695,-0.20353529,-0.21039282,-0.52643293,-0.21923143,0.30103007,0.89929783
1.6598039,-1.0032362,1.1823093,-1.7864496,0.7274071,-0.054226376,1.6920233,-1.1664248,-0.9458167,-0.13120262,-0.36674628
-0.60800344,2.6253161,-0.7854591,-1.198449,0.089037016,-0.21516618,-0.6119949,-1.0153582,1.2209445,0.8264805,0.80931413
2.0686505,-0.37934613,0.729338,-0.09682944,1.1125753,-0.24664994,2.0166552,-1.1704655,-0.22544757,-0.23923157,-0.5310595
0.28817374,0.2218423,-0.63505733,-1.2368928,-0.9459934,-0.08957967,0.23408395,0.70325637,-1.2732081,0.05029407,0.08850824
-1.0251648,0.08221443,-2.490475,1.0337166,-0.571042,-0.2644983,-1.0549252,0.1419614,-0.44245306,0.29162455,0.7921427
1.9952952,-2.63829,-1.8457847,-0.1300511,0.3669356,-0.0931214,1.9608831,0.2604556,1.2066975,0.028181657,-0.43190637
0.27335975,-0.01889303,1.8435062,1.3650926,-0.77829283,0.20513256,0.13329946,0.9693522,-0.28682932,-0.40794948,-0.3079639
1.965109,-0.75786936,0.39172104,-1.713385,-0.09287931,-0.03361595,1.9538761,-2.4258826,-0.9815096,-0.4790416,-0.73774713
0.3022651,-1.329664,-1.0392258,-0.73757297,-0.79024917,-0.10330646,0.2338783,0.060621593,-0.8238692,0.24374686,-0.18583119
-0.5953384,3.3402548,-0.67272544,1.8511333,0.16669704,2.574595,-0.5853015,3.6922097,1.1453124,0.29392466,-0.26453242
-2.0207577,1.4227892,-1.7960224,1.6985842,-0.090931475,0.0050196545,-2.005684,3.375227,-0.02094914,-0.061472785,-1.0297819
-1.598792,0.03816197,-0.6330752,1.360302,0.9335909,-0.18219227,-1.5958899,0.6252248,0.545285,0.40930504,0.8006212
1.2085086,-0.4382432,0.2694034,-1.1127225,0.5589753,0.12314219,1.2564626,-0.9622114,1.2577739,0.18754515,-0.1581354
-1.1129307,2.422799,0.016044656,2.2936792,0.53386104,-0.1651755,-1.0958393,2.6647513,0.9003955,0.21891604,0.17940338
0.85715353,-0.531646,0.034433875,-1.2604281,-0.857368,-0.2382721,0.9216435,-1.6000235,-1.1240038,-0.14404401,0.34998268
1.2357733,1.9405525,1.0459733,0.73870885,1.224259,-0.0033334047,1.1819729,-0.6583514,1.9174423,-3.3297377,-0.11017158
1.0543271,-0.502758,-1.8970479,-1.1810443,-0.14220428,-0.14670599,1.0538675,-0.9197151,-0.6951867,0.058569882,-0.0024743064
